"","Age","Gender","Kids","Education","WorkStatus","AnnIncome","Occupation","TenureY","TenureM","CommSize","Country","Marital","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfP","OthersP","DPMean","AIPMean","GPMean","SWLSMean"
"2566",16,"Female","No","ltuni","student",10000,"Clerk",0,6,"Village","United States","Single",0,0,3,3,3,3,3,2,2,3,2,2,3,2,3,2,3,4,3,3,2,3,4,2,4,4,4,2,4,4,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,"yes","yes",3,3,3.15,3.8
"2567",55,"Female","Yes","deg","full-time",45000,"Programmer",6,0,"Small City","United States","Married",0,1,3,3,2,1,5,1,1,1,3,3,1,2,4,4,5,2,1,3,2,3,5,2,3,3,2,1,4,3,4,1,3,4,3,1,4,1,2,5,4,5,3,4,5,5,4,"yes","no",2.8,2,3,4.2
"2568",55,"Male","No","ma","unemployed",45000,"Educator",8,0,"Medium-Sized","United States","Single",0,0,2,3,1,1,1,2,1,3,2,2,2,2,2,1,2,2,2,3,1,2,2,1,2,3,1,2,2,2,3,1,1,3,3,2,2,1,1,3,2,3,1,2,3,4,2,"no","yes",1.6,2,2,2.4
"2569",45,"Female","No","deg","full-time",87500,"Supervisor",1,1,"Large-City","United States","Single",0,0,5,4,3,3,3,2,2,5,3,3,4,3,2,2,4,5,3,2,2,3,3,4,3,5,5,2,3,2,4,4,3,4,3,3,3,4,3,4,4,5,1,2,1,3,1,"yes","no",3.6,3,3.55,1.6
"2570",45,"Female","Yes","phd","full-time",67500,"Educator",9,8,"Large-City","United States","Married",2,0,3,2,4,3,3,2,2,2,4,3,3,3,4,2,4,4,3,5,2,4,4,3,3,4,3,3,4,4,3,3,3,4,4,3,4,4,4,3,4,3,4,4,4,5,4,"yes","no",3,3,3.5,4.2
"2571",55,"Male","Yes","phd","full-time",250000,"",0,0,"Medium-Sized","United States","Married",2,0,2,3,3,3,2,3,2,4,2,3,2,3,3,3,3,2,2,4,2,3,3,3,3,5,3,3,4,4,3,3,3,4,5,5,4,3,2,3,3,4,4,4,4,4,4,"yes","yes",2.6,3,3.5,4
"2572",32,"Female","No","deg","unemployed",10000,"Houswife",5,6,"Medium-Sized","United States","Married",0,0,4,2,3,3,3,1,1,3,2,3,1,2,3,2,5,2,4,2,4,3,5,2,1,2,3,5,4,4,4,2,3,5,2,2,4,1,1,4,4,4,5,5,4,4,4,"yes","no",3,3,3.1,4.4
"2573",45,"Female","No","phd","full-time",87500,"Doctor; Physician",5,0,"Medium-Sized","United States","Single",0,0,3,2,3,3,3,1,3,4,5,3,4,5,4,3,4,2,5,2,5,4,3,2,3,3,3,3,2,3,3,2,4,4,1,3,4,3,3,4,4,4,3,3,3,4,3,"yes","yes",2.8,4,3.05,3.2
"2574",32,"Female","No","ma","full-time",150000,"Manager",9,0,"Rural/Country","United States","Married",0,0,4,3,4,3,3,1,1,5,3,3,4,4,4,3,4,2,4,2,3,3,4,1,2,4,2,3,4,4,4,2,3,4,1,3,4,2,1,5,4,5,3,3,4,4,4,"yes","yes",3.4,3,3.1,3.6
"2575",55,"Female","Yes","deg","full-time",25000,"Library Technician",1,4,"Medium-Sized","United States","Divorced",0,1,4,4,4,3,3,1,1,4,3,4,3,3,4,3,4,3,3,4,3,4,4,3,3,4,3,4,3,4,3,2,4,3,2,3,4,4,4,4,3,4,3,3,4,4,4,"yes","yes",3.6,3,3.4,3.6
"2576",55,"Female","No","ma","full-time",150000,"Engineer",12,0,"Medium-Sized","United States","Married",0,0,3,2,3,2,2,1,2,4,3,3,2,2,2,2,3,3,3,3,2,2,3,3,2,2,2,3,2,4,3,4,3,4,1,2,2,3,2,3,3,2,3,3,3,4,3,"no","no",2.4,2,2.65,3.2
"2577",55,"Female","No","phd","full-time",35000,"Writer",4,0,"Large-City","United States","Divorced",0,0,5,4,3,3,4,4,3,4,4,4,4,4,5,4,4,2,4,3,4,4,4,2,4,5,4,4,4,4,4,5,5,5,5,3,4,2,3,3,3,2,3,3,2,2,2,"yes","yes",3.8,4,3.75,2.4
"2578",37,"Female","No","phd","full-time",45000,"Educator",9,0,"Medium-Sized","United States","Single",0,0,4,4,4,2,2,1,3,2,4,4,4,3,3,2,4,5,3,5,5,4,4,1,4,1,4,3,3,5,2,4,2,4,3,3,2,3,3,5,3,3,4,5,5,5,2,"yes","yes",3.2,3,3.1,4.2
"2579",55,"Male","No","deg","full-time",87500,"Consultant",1,6,"Large-City","United States","Married",0,0,3,2,2,2,2,1,1,3,3,3,3,3,3,1,3,2,2,3,1,3,3,1,2,3,1,2,3,2,3,2,2,3,1,2,3,3,2,3,1,2,3,3,3,1,1,"yes","no",2.2,2,2.2,2.2
"2580",25,"Female","No","ltuni","student",10000,"Customer Service",1,3,"Medium-Sized","United States","Single",0,0,5,5,3,3,3,3,5,5,5,1,2,5,5,5,5,2,5,3,5,5,5,3,2,5,5,5,4,3,5,5,5,5,4,4,5,4,4,5,5,5,3,4,3,2,2,"yes","yes",3.8,4,4.4,2.8
"2581",67,"Male","Yes","ltuni","part-time",15000,"Chauffeur",17,0,"Rural/Country","United States","Married",1,3,3,5,4,3,4,2,1,5,1,4,2,2,2,2,4,5,1,4,1,5,4,3,3,2,2,2,4,5,4,1,4,4,4,3,4,5,3,5,5,5,1,1,1,4,2,"yes","yes",3.8,3,3.6,1.8
"2582",55,"Male","Yes","ltuni","full-time",150000,"Corporation President",28,0,"Small City","United States","Married",1,1,2,2,1,1,1,1,4,2,5,3,5,3,3,2,4,2,4,2,5,3,3,1,1,1,3,1,3,2,5,5,5,4,4,2,2,4,1,5,4,3,5,4,4,5,5,"yes","yes",1.4,3,2.95,4.6
"2583",28,"Female","No","deg","full-time",67500,"IT Specialist",4,0,"Medium-Sized","United States","Married",0,0,4,4,4,3,3,3,3,4,3,3,2,3,2,3,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,2,3,4,4,5,4,4,4,3,3,4,4,4,4,4,3,"yes","yes",3.6,3,3.7,3.8
"2584",32,"Female","No","ma","full-time",67500,"Editor",1,10,"Small Town","United States","Single",0,0,3,2,3,2,2,1,1,4,1,2,1,2,4,3,2,3,4,4,1,2,3,2,2,3,3,2,2,3,5,1,2,5,2,2,3,3,3,3,3,4,3,3,3,3,3,"yes","no",2.4,2,2.8,3
"2585",67,"Female","Yes","phd","full-time",67500,"Assistant",3,0,"Small City","United States","Married",1,1,3,3,2,2,2,1,3,2,3,2,4,1,3,2,3,4,3,3,4,4,4,3,3,2,2,2,3,3,4,3,2,4,3,2,2,1,1,2,3,2,3,3,3,3,3,"yes","no",2.4,3,2.55,3
"2586",55,"Female","No","phd","full-time",87500,"Specialist",2,10,"Large Town","United States","",0,0,3,3,3,3,3,1,1,5,3,2,3,2,4,2,5,3,3,3,2,4,4,2,3,3,4,3,2,3,5,2,2,4,4,2,4,2,4,5,4,4,3,2,3,1,1,"yes","no",3,3,3.3,2
"2587",55,"Female","No","ma","unemployed",87500,"Unemployed",0,0,"Large-City","United States","Single",0,0,3,2,3,3,3,5,1,3,4,3,2,3,3,3,4,3,2,2,3,2,2,1,1,3,5,3,3,2,3,2,4,4,5,3,4,1,3,3,4,2,2,2,3,2,1,"yes","no",2.8,3,2.9,2
"2588",45,"Female","Yes","phd","full-time",67500,"Educator",10,7,"Large Town","United States","Married",1,0,3,2,1,1,1,2,2,2,3,3,4,3,4,4,4,1,2,2,3,4,5,2,1,1,2,5,4,2,5,1,1,4,3,3,4,3,2,5,4,4,3,3,4,5,5,"yes","yes",1.6,3,3.05,4
"2589",45,"Female","Yes","deg","full-time",87500,"Programmer",6,7,"Large Town","United States","Divorced",1,1,2,3,3,1,1,1,1,4,3,2,3,3,4,2,5,3,1,2,1,3,4,1,4,4,4,1,4,4,4,2,2,4,5,4,5,5,5,4,5,4,4,4,4,4,3,"yes","yes",2,3,3.75,3.8
"2590",67,"Male","Yes","phd","full-time",87500,"Psychologist",30,0,"Medium-Sized","United States","Married",1,1,3,3,2,1,1,1,2,2,3,2,2,3,2,2,3,4,3,2,1,2,4,2,2,2,1,2,2,2,3,2,4,3,2,2,2,3,2,3,2,2,3,3,3,4,3,"no","no",2,2,2.35,3.2
"2591",32,"Female","No","deg","full-time",67500,"Project Manager",2,0,"Medium-Sized","United States","Single",0,0,3,4,2,1,1,1,1,2,1,2,3,2,2,1,1,3,1,2,1,1,3,1,2,1,3,3,3,2,3,1,3,1,1,3,2,4,3,2,2,3,4,4,4,4,3,"yes","no",2.2,2,2.3,3.8
"2592",45,"Female","No","ltuni","full-time",67500,"Market Analyst",10,0,"Large-City","United States","Single",0,0,4,4,4,4,4,2,1,3,4,4,3,3,3,4,4,3,2,2,2,4,3,2,2,2,2,3,4,3,3,2,2,3,3,2,4,4,3,4,3,4,1,2,1,1,1,"yes","no",4,3,2.9,1.2
"2593",55,"Male","Yes","deg","full-time",67500,"Manager",1,10,"Medium-Sized","United States","Divorced",0,1,4,4,3,2,2,1,1,5,3,3,1,1,3,3,4,2,2,2,2,2,4,1,4,2,3,2,4,3,4,1,2,4,2,3,3,1,2,5,4,4,3,4,3,4,2,"yes","no",3,2,2.9,3.2
"2594",37,"Female","No","deg","full-time",87500,"Software Pro",0,2,"Small City","United States","Married",0,0,2,3,3,1,1,1,1,2,2,2,1,3,3,3,2,3,2,3,2,1,2,1,2,2,2,2,2,3,2,3,2,3,1,2,2,3,2,3,3,3,5,5,5,5,5,"yes","yes",2,2,2.25,5
"2595",37,"Female","No","ma","part-time",35000,"Proofreader",5,0,"Large-City","United States","Single",0,0,4,3,3,3,3,3,2,5,4,3,4,3,5,4,5,4,3,4,2,4,3,3,3,4,1,2,2,3,4,3,2,5,3,3,5,5,5,5,5,5,3,2,2,1,2,"yes","no",3.2,4,3.55,2
"2596",32,"Male","No","phd","full-time",150000,"Attorney",7,7,"Large-City","United States","Married",0,0,2,3,2,2,2,1,1,1,3,2,4,3,3,1,3,2,3,4,1,3,4,1,2,4,3,2,3,2,3,1,4,2,1,4,4,5,4,3,4,1,3,3,2,3,1,"yes","yes",2.2,2,2.85,2.4
"2597",55,"Male","Yes","phd","full-time",87500,"Psychologist",28,0,"Small City","United States","Married",1,1,4,2,1,2,2,2,2,2,4,4,4,4,4,1,4,3,5,1,2,3,3,3,4,3,1,1,4,3,4,5,5,5,2,2,3,4,2,2,2,4,4,4,4,4,4,"yes","no",2.2,3,3.1,4
"2598",55,"Female","Yes","ma","full-time",67500,"Educator",9,0,"Medium-Sized","United States","Divorced",1,0,4,4,4,3,3,2,5,4,5,5,5,5,5,3,5,4,5,3,5,5,5,3,4,5,3,1,2,4,4,5,5,5,4,4,5,5,5,4,5,5,3,3,4,3,3,"yes","yes",3.6,4,4.15,3.2
"2599",28,"Female","No","deg","full-time",45000,"Architect",2,0,"Medium-Sized","United States","Married",0,0,4,3,3,4,3,1,3,2,5,4,4,3,4,5,5,2,5,3,4,4,4,2,3,2,2,3,4,4,4,3,3,5,3,1,4,3,3,4,4,3,2,3,3,4,4,"yes","yes",3.4,4,3.2,3.2
"2600",32,"Female","Yes","dip","full-time",87500,"Project Manager",1,6,"Small City","United States","Married",0,1,3,4,2,2,2,1,1,2,3,4,4,2,3,1,2,3,1,4,3,4,4,2,2,5,1,3,3,3,3,1,2,3,1,4,4,4,4,4,4,4,3,2,2,2,3,"yes","yes",2.6,3,3.05,2.4
"2601",55,"Male","Yes","ma","",NA,"Artist",28,0,"Medium-Sized","United States","Divorced",0,1,2,2,3,2,2,3,2,5,3,2,1,3,3,2,2,2,3,3,2,3,3,2,4,2,2,3,2,3,3,3,3,3,3,3,3,4,3,3,4,3,5,5,5,5,4,"yes","no",2.2,3,2.95,4.8
"2602",55,"Male","Yes","deg","full-time",87500,"Business Systems Analyst",17,0,"Large-City","United States","Married",0,1,4,4,2,3,3,1,1,3,2,5,4,4,5,5,5,2,2,2,2,5,5,3,1,5,3,2,4,3,5,1,3,5,2,3,5,3,5,5,5,4,2,3,2,2,2,"yes","yes",3.2,3,3.6,2.2
"2603",37,"Female","No","phd","full-time",67500,"Attorney",5,0,"Large-City","United States","Single",0,0,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,4,5,1,3,5,4,5,5,5,5,1,4,5,5,5,5,5,5,3,3,2,4,3,"yes","yes",1.8,5,4,3
"2604",32,"Male","No","deg","full-time",67500,"Editor",10,8,"Large-City","United States","Single",0,0,3,1,1,1,1,2,1,2,2,4,1,3,4,1,1,3,2,3,1,3,3,1,5,5,1,1,3,2,3,4,2,4,3,3,4,5,4,3,4,4,3,4,4,3,3,"yes","yes",1.4,2,3.2,3.4
"2605",20,"Female","No","ltuni","student",10000,"Clerk",0,2,"Large-City","United States","Separated",0,0,3,4,3,3,3,2,4,3,3,4,3,4,4,3,3,5,5,4,4,4,1,2,2,5,4,5,5,4,4,2,5,3,2,4,4,2,4,5,2,4,2,2,1,3,2,"yes","yes",3.2,4,3.45,2
"2606",37,"Female","Yes","phd","full-time",150000,"President",0,10,"Medium-Sized","United States","Married",2,0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,5,2,3,3,2,2,1,4,2,2,2,1,1,2,3,2,2,2,5,3,2,2,2,4,4,4,4,2,"no","no",1.2,2,2.25,3.6
"2607",24,"Female","No","deg","unemployed",NA,"",0,0,"Large-City","United States","Single",0,0,5,5,5,4,4,4,4,4,4,5,4,5,4,4,4,3,3,3,4,3,5,3,3,4,4,3,4,4,5,4,3,4,4,4,4,3,3,4,4,3,2,1,2,1,1,"yes","yes",4.6,4,3.75,1.4
"2608",55,"Male","Yes","ma","full-time",87500,"Corporate Trainer",3,6,"Medium-Sized","United States","Married",2,1,2,2,2,3,3,1,1,3,3,3,1,2,2,1,3,1,2,2,2,3,3,1,1,1,1,1,1,2,1,1,1,3,1,2,2,2,1,2,2,2,3,4,4,4,3,"yes","no",2.4,2,1.55,3.6
"2609",28,"Female","Yes","deg","full-time",35000,"",7,0,"Small Town","United States","Divorced",1,1,4,1,4,1,1,1,1,5,5,1,3,5,5,1,5,1,5,1,5,4,5,1,3,4,1,1,4,5,4,4,5,4,1,1,4,4,4,3,5,1,5,5,5,5,5,"yes","yes",2.2,3,3.2,5
"2610",32,"Female","No","ltuni","full-time",25000,"",1,0,"Village","United States","Single",0,0,3,3,3,2,2,2,1,1,1,2,1,3,3,2,2,4,2,3,1,5,4,4,1,4,1,1,3,3,5,1,3,3,3,3,4,4,5,3,3,2,3,3,3,3,3,"yes","yes",2.6,2,3,3
"2611",45,"Female","Yes","phd","part-time",15000,"",2,0,"Large Town","United States","Married",0,1,3,3,3,1,1,1,2,2,4,3,3,2,3,2,4,3,3,3,3,3,3,2,2,3,3,2,3,3,4,4,4,4,3,3,3,4,4,4,3,4,4,3,4,4,3,"yes","yes",2.2,3,3.25,3.6
"2612",45,"Female","No","ma","full-time",55000,"",14,0,"Village","United States","Divorced",0,0,3,4,3,2,2,2,3,5,5,4,3,5,5,5,5,4,5,3,5,3,4,3,2,5,3,4,3,4,3,3,5,3,2,4,5,4,3,5,3,5,1,1,2,1,1,"yes","yes",2.8,4,3.65,1.2
"2613",55,"Female","Yes","phd","unemployed",87500,"",0,0,"Small Town","United States","Married",1,1,2,2,2,1,1,1,1,1,4,1,1,3,2,1,2,3,3,3,2,1,3,1,1,2,2,1,3,3,2,2,4,3,1,1,1,3,2,3,3,2,5,4,4,5,4,"no","no",1.6,2,2.15,4.4
"2614",55,"Female","No","deg","full-time",55000,"",0,0,"Village","United States","Single",0,0,3,5,3,4,4,3,3,4,4,4,2,5,4,3,4,4,4,4,3,4,4,3,5,5,5,3,4,4,4,3,4,5,4,4,4,4,4,4,4,4,2,2,2,2,2,"yes","yes",3.8,4,4.05,2
"2615",45,"Female","Yes","ma","part-time",87500,"",0,0,"Large Town","United States","Married",2,0,3,4,3,2,2,2,2,4,3,3,4,3,3,3,3,2,4,3,4,4,4,3,3,1,5,4,3,3,3,4,2,4,2,3,3,3,2,3,3,3,4,4,4,4,3,"yes","no",2.8,3,3.05,3.8
"2616",37,"Female","Yes","phd","full-time",150000,"",9,0,"Large Town","United States","Married",1,1,3,3,3,2,2,1,2,4,4,3,4,4,4,2,4,3,5,5,5,3,4,2,4,4,3,3,4,3,3,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,2,"yes","yes",2.6,4,3.8,3.6
"2617",19,"Female","No","ltuni","student",10000,"",2,10,"Rural/Country","United States","Single",0,0,4,3,2,2,2,1,2,5,4,3,4,4,4,2,5,3,4,5,5,3,5,3,3,5,4,3,3,4,4,2,5,4,1,5,4,4,4,4,4,5,3,3,4,3,3,"yes","yes",2.6,4,3.8,3.2
"2618",55,"Female","Yes","deg","part-time",10000,"",0,3,"Large Town","United States","Married",1,3,5,4,4,3,3,2,2,2,4,4,3,4,2,2,4,3,3,2,4,3,4,2,2,2,3,3,3,4,3,3,5,5,1,4,4,3,2,4,3,1,5,5,5,5,5,"no","no",3.8,3,3.05,5
"2619",28,"Female","No","deg","full-time",67500,"",4,10,"Large Town","United States","Married",0,0,4,2,2,2,2,1,4,5,5,2,1,4,4,1,2,2,5,2,5,2,4,1,1,5,2,4,2,2,5,4,4,4,1,4,4,5,1,3,2,4,5,5,5,5,4,"yes","no",2.4,3,3.1,4.8
"2620",28,"Female","No","phd","full-time",150000,"",1,6,"Village","United States","Single",0,0,3,4,2,2,2,2,3,5,4,4,1,5,4,3,4,5,5,5,5,5,5,4,3,5,1,2,5,2,4,1,5,5,5,2,5,4,4,5,5,5,5,5,5,5,5,"yes","yes",2.6,4,3.85,5
"2621",37,"Female","No","deg","full-time",35000,"",6,8,"Medium-Sized","United States","Married",0,0,4,4,4,3,3,2,2,3,4,3,3,5,4,4,5,4,3,4,2,4,5,3,4,5,4,5,5,5,5,3,4,4,4,5,4,4,5,5,5,4,2,3,3,4,1,"yes","yes",3.6,3,4.4,2.6
"2622",55,"Female","Yes","phd","full-time",67500,"",NA,0,"Village","United States","Married",0,1,5,3,2,2,2,1,2,5,4,4,3,4,3,3,5,4,3,4,4,5,4,2,3,2,2,2,4,3,3,1,3,5,1,2,4,3,2,5,2,5,2,3,3,4,1,"yes","no",2.8,4,2.9,2.6
"2623",32,"Female","Yes","ma","part-time",35000,"",6,8,"Medium-Sized","United States","Married",0,1,4,5,5,3,3,1,4,1,5,2,1,3,2,2,5,2,5,1,5,4,4,1,1,5,3,4,3,4,2,5,5,4,1,5,3,4,4,5,3,2,3,4,2,3,2,"yes","yes",4,3,3.4,2.8
"2624",55,"Male","Yes","deg","full-time",NA,"",10,0,"Rural/Country","United States","Married",0,1,2,3,3,2,2,1,1,5,1,1,1,2,2,1,2,1,1,1,1,2,3,2,2,1,1,1,1,3,3,1,2,3,1,3,2,3,3,2,2,1,3,3,3,3,2,"no","no",2.4,2,2,2.8
"2625",80,"Male","Yes","phd","part-time",150000,"",NA,0,"Village","United States","Married",1,2,4,4,4,3,3,1,1,2,4,4,4,4,4,4,4,3,4,3,3,3,4,2,3,3,2,2,4,4,4,2,2,4,2,3,3,3,3,5,4,3,4,3,4,3,2,"yes","yes",3.6,3,3.1,3.2
"2626",67,"Male","Yes","ma","retired",67500,"",5,0,"Small Town","United States","Married",1,3,4,4,4,2,2,1,1,3,1,1,1,3,5,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,3,3,1,1,4,3,2,2,3,3,4,5,5,5,3,"no","yes",3.2,2,2.35,4.4
"2627",37,"Female","Yes","deg","full-time",150000,"",12,3,"Village","United States","Married",0,2,4,4,4,3,3,1,1,4,3,4,1,2,4,5,4,3,3,2,3,2,3,1,2,3,1,2,3,4,4,3,3,4,3,3,4,4,4,5,5,4,3,3,3,4,4,"yes","yes",3.6,3,3.25,3.4
"2628",28,"Female","No","ma","full-time",87500,"",3,5,"Rural/Country","United States","Married",0,0,4,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,3,2,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,4,5,4,5,3,"yes","yes",4.8,4,4.8,4.2
"2629",45,"Female","No","ma","part-time",NA,"",0,0,"","United States","Single",0,0,4,4,4,5,5,1,3,3,4,4,5,3,3,3,4,3,3,3,4,4,4,4,2,2,4,2,4,3,4,3,2,4,1,3,4,3,3,4,4,3,2,3,3,3,2,"yes","yes",4.4,3,3.15,2.6
"2630",67,"Female","Yes","phd","part-time",35000,"",0,0,"Small Town","United States","Married",0,2,2,1,1,1,1,4,1,1,3,5,1,3,3,1,3,2,1,4,1,1,1,1,1,5,1,3,1,5,2,1,4,3,1,1,1,2,2,2,2,2,3,3,3,4,2,"yes","no",1.2,2,2.05,3
"2631",32,"Male","No","deg","full-time",35000,"",3,0,"Village","United States","Single",0,0,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,3,1,1,1,3,4,1,1,4,1,1,1,4,2,2,3,2,3,3,4,3,3,"yes","no",2.2,1,2,3.2
"2632",67,"Female","No","dip","part-time",35000,"",3,0,"Small Town","United States","Married",0,0,4,3,2,2,2,2,2,3,3,4,4,3,2,2,3,2,3,2,2,3,3,2,2,2,3,3,4,3,4,2,2,3,2,2,3,2,2,3,4,3,4,4,4,4,3,"yes","yes",2.6,3,2.7,3.8
"2633",55,"Female","Yes","deg","full-time",35000,"",4,0,"Small Town","United States","Divorced",1,0,5,4,3,2,2,1,4,5,5,5,5,5,5,5,5,3,5,2,5,5,5,3,4,5,3,3,4,4,4,5,5,5,4,4,5,5,2,4,4,4,3,4,4,3,1,"yes","yes",3.2,4,4.1,3
"2634",55,"Female","No","deg","full-time",35000,"",2,10,"Village","United States","Married",0,0,4,3,3,2,2,1,3,2,4,4,4,4,4,4,4,1,3,4,4,4,4,2,3,4,4,2,4,2,3,4,4,4,2,2,2,4,3,4,2,4,3,3,3,3,3,"yes","yes",2.8,3,3.15,3
"2635",55,"Female","No","phd","full-time",87500,"",0,0,"Small Town","United States","",0,0,5,5,4,3,3,1,1,5,4,4,4,5,5,3,5,2,2,2,2,5,5,1,3,2,2,2,4,4,4,4,4,5,2,4,5,5,2,4,4,3,3,3,3,4,1,"yes","yes",4,3,3.45,2.8
"2636",45,"Female","No","deg","full-time",NA,"",13,0,"Large Town","United States","Married",0,0,2,2,2,1,2,2,3,2,4,3,4,4,3,4,4,2,3,2,3,4,4,3,3,3,3,3,3,3,4,2,3,3,2,3,4,5,3,5,4,5,2,3,4,4,3,"yes","yes",1.8,3,3.4,3.2
"2637",28,"Female","No","deg","full-time",87500,"",5,5,"Village","United States","Single",0,0,3,1,5,2,2,1,1,4,2,3,5,5,4,2,3,2,3,3,1,3,5,1,3,4,4,3,5,5,5,5,5,5,1,1,4,4,5,3,4,4,5,4,4,4,4,"yes","yes",2.6,3,3.8,4.2
"2638",45,"Female","Yes","ma","student",15000,"",2,0,"Small Town","United States","Married",1,0,3,3,3,2,2,2,1,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,3,3,2,1,2,2,3,4,2,4,2,2,3,3,3,4,3,4,3,"no","no",2.6,2,2.5,3.4
"2639",32,"Female","No","phd","full-time",250000,"",6,6,"Village","United States","Single",0,0,3,2,2,2,2,1,4,2,4,4,4,4,4,4,4,1,5,1,5,2,3,1,1,4,2,2,3,2,4,4,4,4,2,2,4,2,2,3,3,3,4,4,4,4,4,"yes","yes",2.2,3,2.75,4
"2640",37,"Female","No","ma","student",15000,"",2,0,"Small Town","United States","Single",0,0,5,4,2,1,1,1,2,2,4,5,5,3,5,5,5,2,4,3,3,4,5,1,5,3,1,2,4,3,5,3,4,5,2,5,4,3,2,5,3,5,1,1,1,1,1,"yes","yes",2.6,4,3.5,1
"2641",24,"Female","No","phd","student",10000,"",0,0,"Large Town","United States","Single",0,0,3,4,5,3,5,4,4,5,5,4,3,4,5,5,5,4,5,5,4,2,5,3,3,5,5,2,5,4,5,5,5,5,4,5,5,5,5,5,2,2,2,3,3,1,4,"yes","yes",4,4,4.25,2.6
"2642",55,"Male","Yes","phd","retired",25000,"",6,3,"Small Town","United States","Divorced",1,1,2,2,2,1,1,1,1,5,2,2,1,1,3,2,2,1,4,4,1,1,2,1,1,4,1,1,3,3,3,1,1,3,3,2,3,2,1,2,1,2,1,4,5,5,4,"no","no",1.6,2,2,3.8
"2643",55,"Male","No","phd","full-time",150000,"",NA,0,"Large Town","United States","Married",0,0,4,4,3,4,4,5,2,5,4,5,4,5,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,5,4,4,4,4,2,5,5,3,3,2,4,2,"yes","yes",3.8,4,3.95,2.8
"2644",37,"Female","No","deg","full-time",250000,"",7,2,"Village","United States","Single",0,0,3,3,3,2,2,1,2,3,4,3,1,3,3,1,4,4,4,4,4,2,3,2,1,4,3,3,3,4,4,4,3,3,3,3,3,4,2,5,4,5,4,5,5,4,4,"no","yes",2.6,3,3.3,4.4
"2645",19,"Male","No","ltuni","part-time",10000,"",1,0,"Village","United States","Single",0,0,2,2,1,1,1,1,1,4,2,2,2,2,4,2,2,3,2,2,2,2,3,1,2,3,2,3,3,2,3,2,2,3,2,3,3,4,4,3,4,2,4,4,5,5,4,"no","no",1.4,2,2.7,4.4
"2646",45,"Female","No","phd","full-time",45000,"",6,0,"Rural/Country","United States","Divorced",0,0,5,5,5,5,5,5,3,5,3,5,2,4,5,5,5,4,3,3,4,5,1,1,3,3,4,4,4,4,5,4,2,5,5,4,5,4,4,5,5,5,2,2,3,3,1,"yes","yes",5,4,3.85,2.2
"2647",16,"Female","No","lthigh","student",NA,"",0,0,"Large Town","United States","",0,0,5,5,4,4,4,3,4,2,5,4,3,4,5,5,5,3,4,3,4,4,5,3,3,4,3,4,4,5,5,4,2,4,2,3,4,4,4,5,5,5,1,4,2,1,1,"yes","yes",4.4,4,3.9,1.8
"2648",45,"Female","Yes","deg","full-time",150000,"",6,4,"Large Town","United States","Married",0,3,2,3,2,2,2,1,3,5,4,3,4,4,2,1,5,2,3,2,4,3,4,2,3,5,1,3,3,3,4,5,5,3,2,2,3,3,2,3,3,2,5,5,5,5,5,"yes","no",2.2,3,3.05,5
"2649",45,"Male","No","ma","full-time",35000,"",13,9,"Small Town","United States","Divorced",0,0,4,3,2,3,3,1,2,3,4,4,5,4,4,4,5,3,5,2,4,4,4,2,5,5,1,5,2,4,4,2,3,4,2,4,4,5,1,4,2,4,3,3,3,4,1,"yes","yes",3,4,3.35,2.8
"2650",55,"Female","Yes","ltuni","full-time",67500,"",NA,0,"Large Town","United States","Divorced",1,0,3,3,3,2,2,1,1,3,3,3,5,4,2,4,4,4,5,1,5,1,3,3,3,5,3,2,3,3,3,4,3,3,2,2,4,4,3,3,3,3,3,4,3,3,3,"yes","yes",2.6,3,3.1,3.2
"2651",45,"Female","No","deg","full-time",35000,"",4,5,"Village","United States","Divorced",0,0,3,3,3,3,3,1,1,5,1,5,5,3,4,3,5,4,4,5,2,5,3,3,5,2,3,3,4,3,4,2,3,3,1,1,4,5,3,4,5,5,3,3,3,3,2,"yes","no",3,4,3.3,2.8
"2652",28,"Female","No","ltuni","part-time",25000,"",2,2,"Village","United States","Single",0,0,3,3,3,3,3,3,3,5,5,3,3,5,2,3,4,2,4,4,4,3,4,1,3,4,2,2,1,4,2,4,1,3,3,2,4,4,4,3,3,3,3,4,4,2,5,"yes","yes",3,4,2.85,3.6
